t,z,u,v,w,phi,theta,psi,p,q,r
9.14999999999985,-0x1.d955c962b7941p-4,0x1.069a302ac8fffp+3,-0x1.2e9fc1ae58577p+3,0x1.5fbfb340189b1p+1,0x1.229f6fc6674abp-4,0x1.00d21b721d667p-2,-0x1.ef8038a153934p-1,-0x1.567797dd0fa89p-6,-0x1.01f51621d71a9p-3,0x1.b01ccee3286d8p-5
9.179999999999849,-0x1.dcdad949ba293p-4,0x1.08cc2b16f8d5ep+3,-0x1.2fbc8fe7518a4p+3,0x1.5de4229e5785cp+1,0x1.2290c2dfc2c17p-4,0x1.f89e034c89abbp-3,-0x1.eecb02ce13f17p-1,-0x1.6287022ddb43ep-9,-0x1.492da22354598p-3,0x1.d45713da966a0p-5
9.209999999999848,-0x1.dfd80ad3616eap-4,0x1.0af64e28720e0p+3,-0x1.30d90c2d4ea5cp+3,0x1.5bd1890f5a8edp+1,0x1.229362c436ee7p-4,0x1.ef53e99958920p-3,-0x1.ee19212021be9p-1,-0x1.37554bd3ceb62p-6,-0x1.13d040cf50e0ep-3,0x1.a8be0eaa4ff22p-5
9.239999999999847,-0x1.e24a29f3e2f27p-4,0x1.0d170c63ab803p+3,-0x1.31f606c6831bdp+3,0x1.598dd5103d1d4p+1,0x1.228eda7351659p-4,0x1.e5e205189c408p-3,-0x1.ed68c1e44c1d6p-1,-0x1.5057dbd39f1a6p-9,-0x1.539d7d50c55a0p-3,0x1.d1c42ed73afd5p-5
9.269999999999847,-0x1.e42e51a338f3fp-4,0x1.0f2e1023d0e0cp+3,-0x1.3312b7416a69bp+3,0x1.572128937c368p+1,0x1.2298372763f1ap-4,0x1.dc4bb5b788207p-3,-0x1.ecbb28551b0f3p-1,-0x1.1d05c405bfcddp-6,-0x1.1d7396ab21390p-3,0x1.a1400bf1306c8p-5
9.299999999999846,-0x1.e582015b23ef3p-4,0x1.113abcd5426d8p+3,-0x1.342f8747f90dbp+3,0x1.548dc81eeabd2p+1,0x1.229a1c952b166p-4,0x1.d2a2c82bccfb7p-3,-0x1.ec0f5a4f7466fp-1,-0x1.3cd2155f6b0e2p-9,-0x1.58924046110dep-3,0x1.cc768437d90a8p-5
9.329999999999846,-0x1.e6432ed0e4a52p-4,0x1.133c927e69c56p+3,-0x1.354c270152634p+3,0x1.51d89d62cda8ep+1,0x1.22a7cff14aa38p-4,0x1.c8e58ae24e1f4p-3,-0x1.eb65d3a103ce3p-1,-0x1.061244cac08bfp-6,-0x1.22deecd29f244p-3,0x1.9a80f240aac97p-5
9.359999999999845,-0x1.e670489ef2957p-4,0x1.1533655492b9ep+3,-0x1.3668bc1907ce1p+3,0x1.4f038f7df7eb0p+1,0x1.22b19daba17e4p-4,0x1.bf2108ad6b40bp-3,-0x1.eabe015548e50p-1,-0x1.0e4fb00590f52p-9,-0x1.5a927cd71eb94p-3,0x1.c6a9ca153af92p-5
9.389999999999844,-0x1.e6082372f37bdp-4,0x1.171ed34b35345p+3,-0x1.378528ce648b2p+3,0x1.4c104d98d7948p+1,0x1.22c6308ae000dp-4,0x1.b54f79fd57868p-3,-0x1.ea18396518b1ap-1,-0x1.e1c5f64325ceap-7,-0x1.2662eb6c60613p-3,0x1.9421b28207162p-5
9.419999999999844,-0x1.e509f727f0088p-4,0x1.18ff0dbe2b2a8p+3,-0x1.38a15509ccaacp+3,0x1.49001c61e2cf3p+1,0x1.22d848217cae0p-4,0x1.ab7ac94f469e0p-3,-0x1.e9745700df4f1p-1,-0x1.a60b3584088bcp-10,-0x1.5b82f9208741ap-3,0x1.bfc0a7b301310p-5
9.449999999999843,-0x1.e37571d7b1a36p-4,0x1.1ad392b81fa10p+3,-0x1.39bd560f64b94p+3,0x1.45d3aff9f75a4p+1,0x1.22f57a4a0b796p-4,0x1.a19c4b6d5e313p-3,-0x1.e8d25cd8d245ap-1,-0x1.b7b0cc855777cp-7,-0x1.290c7f7ab000dp-3,0x1.8e02ad0050993p-5
9.479999999999842,-0x1.e14a9eb71ca0bp-4,0x1.1c9c9dbcc90c0p+3,-0x1.3ad90f1c89ae6p+3,0x1.428c8fd1d8e31p+1,0x1.231069ac94e2cp-4,0x1.97bdec147802fp-3,-0x1.e832375b6c0f6p-1,-0x1.31a57a8942788p-10,-0x1.5b99b6f498d48p-3,0x1.b8d85c89e3774p-5
9.509999999999842,-0x1.de89edf81db6fp-4,0x1.1e59c5d13b23bp+3,-0x1.3bf4a25edf726p+3,0x1.3f29900207e40p+1,0x1.23336053f3cdap-4,0x1.8dd7668f97b58p-3,-0x1.e793eefb9b5d4p-1,-0x1.94ae20f320aafp-7,-0x1.2b476d377a7aap-3,0x1.87e499a243809p-5
9.539999999999841,-0x1.db342ec886456p-4,0x1.200b5d1bd9757p+3,-0x1.3d0fcc604677ep+3,0x1.3bad5d406e6cdp+1,0x1.2357566356feep-4,0x1.83f10b77963a5p-3,-0x1.e6f78856ffec5p-1,-0x1.1394c78ed5ef8p-11,-0x1.5bae2895eda56p-3,0x1.b1b2176a14f59p-5
9.56999999999984,-0x1.d7499e3763189p-4,0x1.21e11ee10f118p+3,-0x1.3dfda1fe0ec41p+3,0x1.382d8d7ff8ef5p+1,0x1.22d7a9f8e3701p-4,0x1.7a5c7acc02266p-3,-0x1.e6ae6cefd08e1p-1,-0x1.dd752aaf586c0p-7,-0x1.1c13678612839p-3,0x1.72cf9d37e6a88p-8
9.59999999999984,-0x1.d2cbc510fa024p-4,0x1.23e1e356fcaf7p+3,-0x1.3eba43283d166p+3,0x1.347da16339ab1p+1,0x1.21f1cf7691de6p-4,0x1.70b1ce0947cf1p-3,-0x1.e6bcea2662c30p-1,0x1.54711ec5f8ef4p-10,-0x1.67cdd22358a15p-3,0x1.33adb8e6e3fa6p-7
9.62999999999984,-0x1.cdbd58e6c9a6fp-4,0x1.25c57c2e770cfp+3,-0x1.3f78d1dc996a4p+3,0x1.3194600643ab8p+1,0x1.2195515f5c000p-4,0x1.68502a2f830cep-3,-0x1.e6bdfe362086ap-1,-0x1.d01354ec84fb6p-8,-0x1.8b46097f20382p-4,0x1.32d42e852f61cp-7
9.659999999999838,-0x1.c8218fb3dfbd2p-4,0x1.278f7dba137cbp+3,-0x1.402a7bb2700e5p+3,0x1.3078a5a8ba63ap+1,0x1.217ccec340117p-4,0x1.6314d01bb01b6p-3,-0x1.e6c4c638dc998p-1,0x1.90bde59c651f1p-8,-0x1.2d8bd29c4fe03p-4,-0x1.7e1fef89b01e8p-11
9.689999999999838,-0x1.c1fe20e425811p-4,0x1.2953850b09545p+3,-0x1.40cb4e1b8e2e8p+3,0x1.30769cab3aed9p+1,0x1.218fd03806735p-4,0x1.5fc1431024708p-3,-0x1.e6de8ebcbf7f8p-1,-0x1.5c33e53c360d8p-9,-0x1.213340e353ea7p-5,-0x1.277bbe2988526p-8
9.719999999999837,-0x1.bb5a434265f7ap-4,0x1.2b0f2ce93af51p+3,-0x1.4165393eff675p+3,0x1.312f48a91e598p+1,0x1.21a927a9cc68cp-4,0x1.5dc3e591ab748p-3,-0x1.e6fdb49a18cadp-1,0x1.c89b4408e096bp-8,-0x1.f231c8249e24ap-6,-0x1.a943a4750ba20p-8
9.749999999999837,-0x1.b43e09fc1c7c3p-4,0x1.2cc5e20d5a4cap+3,-0x1.41f9d9a3f5a46p+3,0x1.326750d475f75p+1,0x1.21d1a4702060dp-4,0x1.5caca2093948fp-3,-0x1.e7217284e6cdap-1,-0x1.571cbd725a420p-10,-0x1.9b980d780d368p-8,-0x1.22b40f10569c0p-7
9.779999999999836,-0x1.acb1e2f1b676dp-4,0x1.2e787bf74f646p+3,-0x1.428c6c3ccc12cp+3,0x1.33eaf299922a1p+1,0x1.21f4748d65ccap-4,0x1.5c2bad84fc9b6p-3,-0x1.e745fda171d29p-1,0x1.b51367819b094p-8,-0x1.749d6fbe5653cp-7,-0x1.0e1249eb56541p-7
9.809999999999835,-0x1.a4be414872968p-4,0x1.3028cd5225f84p+3,-0x1.431cfe7dc94fcp+3,0x1.35a48ebe8de9ap+1,0x1.221f52c9be250p-4,0x1.5c11b3eaf493fp-3,-0x1.e76bea0c6b7bfp-1,-0x1.65109faab1004p-11,0x1.b927f8f8ac65dp-8,-0x1.57aa5f9fba17dp-7
9.839999999999835,-0x1.9c6b807958b49p-4,0x1.31d748ff40c51p+3,-0x1.43ad2de470947p+3,0x1.377a7edd14f9ap+1,0x1.22430cca21c4cp-4,0x1.5c3a1e1940e2ep-3,-0x1.e79154fde202ep-1,0x1.948181e4b7bf9p-8,-0x1.8071a75f2b47bp-9,-0x1.1958b15ccc06ep-7
9.869999999999834,-0x1.93c1c7ac6ecbdp-4,0x1.3384ef14615c9p+3,-0x1.443cb85e1344ap+3,0x1.3963625e4e001p+1,0x1.2266a1cac246cp-4,0x1.5c8f65ec1f101p-3,-0x1.e7b7131d09bf3p-1,-0x1.5a1defc0a6b34p-11,0x1.96a47911310dep-7,-0x1.6a3d3868ccad9p-7
9.899999999999833,-0x1.8ac8ed8b6428cp-4,0x1.3531ea8912a63p+3,-0x1.44cc6dd78b850p+3,0x1.3b5473a811993p+1,0x1.2281e3ab333adp-4,0x1.5d02dda5e4d78p-3,-0x1.e7dc09303ca5bp-1,0x1.6da56e6390356p-8,0x1.e40c0490e71e0p-11,-0x1.156b9960a9a2fp-7
9.929999999999833,-0x1.8188817ed3e14p-4,0x1.36dea647fbe6ep+3,-0x1.455c12668ffb6p+3,0x1.3d4a765d16cc6p+1,0x1.229c289ad4107p-4,0x1.5d8a2e471c12bp-3,-0x1.e800c8c407988p-1,-0x1.8257c685a6368p-11,0x1.e95b35392f236p-7,-0x1.6c9fc9fb0eb02p-7
9.959999999999832,-0x1.7807af465ea50p-4,0x1.388b56256f4c1p+3,-0x1.45ebf6fd75c8dp+3,0x1.3f415a6027b8ap+1,0x1.22afa874113e8p-4,0x1.5e20757c7aa6bp-3,-0x1.e824d11797a4dp-1,0x1.4db44183ff9e4p-8,0x1.75171232f559ap-9,-0x1.0e11ec0834004p-7
9.989999999999831,-0x1.6e4d44f7201dbp-4,0x1.3a381a5fcd98dp+3,-0x1.467bfbf517bfdp+3,0x1.413789c14c2dcp+1,0x1.22c264fbb4d21p-4,0x1.5ebf53541606fp-3,-0x1.e8487b1ca85fdp-1,-0x1.a99fdfd0acf9cp-11,0x1.06bb407f5736cp-6,-0x1.69225c50ffa20p-7
10.01999999999983,-0x1.645fb973faf44p-4,0x1.3be528a921561p+3,-0x1.470c3c471b36ep+3,0x1.432bb2d0dc4d7p+1,0x1.22cfd99560f92p-4,0x1.5f65f800827fep-3,-0x1.e86b87887a566p-1,0x1.348cbfd5a69f8p-8,0x1.f93e94ae3693ep-9,-0x1.063c4868259e0p-7
10.04999999999983,-0x1.5a45208808818p-4,0x1.3d927740ba477p+3,-0x1.479cbba08bba8p+3,0x1.451c2dde83356p+1,0x1.22d961d398523p-4,0x1.60106431f5974p-3,-0x1.e88e2d6f21076p-1,-0x1.1dc8685cd662ap-10,0x1.0ed007d593346p-6,-0x1.63b170d7304e5p-7
10.07999999999983,-0x1.500351fd9abdcp-4,0x1.3f403901e383ep+3,-0x1.482d73363c7fcp+3,0x1.470946a0db263p+1,0x1.22dd90ba2c11bp-4,0x1.60bf6663d1621p-3,-0x1.e8b0449a07f61p-1,0x1.1b700a3bc50a5p-8,0x1.240d46ad06231p-8,-0x1.fccf584edc087p-8
10.109999999999829,-0x1.459fd4d98c010p-4,0x1.40ee468155ecdp+3,-0x1.48be81f3e7dfcp+3,0x1.48f17368b1a3ep+1,0x1.22ddfc7710a89p-4,0x1.616ef572db85dp-3,-0x1.e8d1d681629ddp-1,-0x1.66d34b72ec2f6p-10,0x1.1041a810b18edp-6,-0x1.5b52ffe9cc64ap-7
10.139999999999828,-0x1.3b1ded5381d81p-4,0x1.424e761bb256bp+3,-0x1.499ee64fc33ecp+3,0x1.4ab233578a516p+1,0x1.23f37697180fdp-4,0x1.6187d6308af7dp-3,-0x1.e8727b494ae31p-1,0x1.5de4f5cb27ec4p-7,-0x1.49bde05953ec0p-7,0x1.db6b88f90c5f4p-5
10.169999999999828,-0x1.30823a0fe6eaap-4,0x1.4352f44245de8p+3,-0x1.4ad76d594489ep+3,0x1.4c8f78241b084p+1,0x1.25a7bd8582d58p-4,0x1.61c40f11c13e4p-3,-0x1.e78732b29e37bp-1,-0x1.cac0da9f9e8eap-9,0x1.abfd11cacba0ep-6,0x1.e3641ef2210aep-5
10.199999999999827,-0x1.25d3026117e0fp-4,0x1.443828a83e58ap+3,-0x1.4c2f4f7ae9b93p+3,0x1.4e734235cd4f9p+1,0x1.278fd359db406p-4,0x1.6208e3b5f66cap-3,-0x1.e66bd31544d03p-1,0x1.3f4dca7f719b6p-7,-0x1.d72dde114db1cp-8,0x1.4fcc57c0e00a0p-4
10.229999999999826,-0x1.1b14a9e446610p-4,0x1.44f1dfd73c06cp+3,-0x1.4d9d205b6717cp+3,0x1.51b306e938876p+1,0x1.2eceed7ff5aa5p-4,0x1.61d6443b38a86p-3,-0x1.e509faa5529f5p-1,0x1.3c6d7dcc0d299p-4,0x1.c1213cd2b3148p-7,0x1.865f4b0802fecp-4
10.259999999999826,-0x1.104bf0664a94ep-4,0x1.457967496ec89p+3,-0x1.4f1da456bb736p+3,0x1.5721cb88364c5p+1,0x1.3b5610b44d158p-4,0x1.6274980edce59p-3,-0x1.e365ef9cb4ee5p-1,0x1.702fbadecf67dp-4,0x1.6c796abc73a1fp-6,0x1.cefcbed2627a8p-4
10.289999999999825,-0x1.057eac5636aafp-4,0x1.45f74a5b1d68ap+3,-0x1.509fb56fa194cp+3,0x1.5d76ba3c15c64p+1,0x1.4a44d80252ba9p-4,0x1.6339901e735a8p-3,-0x1.e1b5d7eb57fd2p-1,0x1.d82561f3dcf17p-4,0x1.439b24c5fc374p-6,0x1.9cea51aa661e2p-4
10.319999999999824,-0x1.f56665ee6395ap-5,0x1.4682a798b3fcap+3,-0x1.521426884d8dcp+3,0x1.6450200d1dd78p+1,0x1.5a98f11ea484ep-4,0x1.63fef7a8d6505p-3,-0x1.e01b2d2dc07edp-1,0x1.d49be35afd773p-4,0x1.6c77bc3bd0fddp-6,0x1.a268d614f620dp-4
10.349999999999824,-0x1.dfdf93777b73cp-5,0x1.4717805269fbdp+3,-0x1.5385177cf2ae2p+3,0x1.6b5259f7e4389p+1,0x1.6b83449652edbp-4,0x1.64a0b49c1026dp-3,-0x1.de8e146dd1f0bp-1,0x1.01f0027c70397p-3,0x1.fa73922810425p-7,0x1.820e3ac9d3294p-4
10.379999999999823,-0x1.ca7503c036e63p-5,0x1.47b4d1ca0bf58p+3,-0x1.54efe94485876p+3,0x1.72b7a59c2389ap+1,0x1.7ccd484d1250cp-4,0x1.65940aa78c922p-3,-0x1.dd1239c1e0280p-1,0x1.f373cb75181afp-4,0x1.0b3badc26fa8ap-5,0x1.7a8c58dfd4584p-4
10.409999999999823,-0x1.b532ebfc773f8p-5,0x1.48520e06fc383p+3,-0x1.565f534566261p+3,0x1.7a61bf91a8969p+1,0x1.8e41ef63cf8c9p-4,0x1.66c8b0facb2f6p-3,-0x1.db99119def7dap-1,0x1.07c44fe66a0cap-3,0x1.8f8553b08cfa7p-6,0x1.7879289d5c9e9p-4
10.439999999999822,-0x1.a02587f6fb6b2p-5,0x1.48f1cea2bc84bp+3,-0x1.57d2c7f7026e1p+3,0x1.823496a70c6dfp+1,0x1.9fc8ea0214e34p-4,0x1.681d4e68277ecp-3,-0x1.da251dfbb92fep-1,0x1.f9a6b3de82196p-4,0x1.30aa320354f42p-5,0x1.6d1f2a60127eap-4
10.469999999999821,-0x1.8b58ed600af04p-5,0x1.4992727f23062p+3,-0x1.594d36f89fc45p+3,0x1.8a1f51138bb15p+1,0x1.b14dee3f6d731p-4,0x1.698216c78094cp-3,-0x1.d8b2b51c268e8p-1,0x1.07881ac9ccdafp-3,0x1.bc6b0d2c6de86p-6,0x1.7358c06ffade2p-4
10.49999999999982,-0x1.76d8c1c2ca8d9p-5,0x1.4a33d1c2164d4p+3,-0x1.5acf33871e3cdp+3,0x1.921a749698876p+1,0x1.c2cfcbae70e59p-4,0x1.6aeaf748b215ap-3,-0x1.d741706f36376p-1,0x1.f8be3102493c4p-4,0x1.3aa586a335a05p-5,0x1.6946f747db65fp-4
10.52999999999982,-0x1.62b0389f1be08p-5,0x1.4ad5465aba3c2p+3,-0x1.5c59d06b533b6p+3,0x1.9a216346d25a2p+1,0x1.d4457ccd2fcaap-4,0x1.6c54de8660545p-3,-0x1.d5cfdc55f6532p-1,0x1.059ef80f8b7f6p-3,0x1.cb5abbc656cddp-6,0x1.72bc7d9c7f1e0p-4
10.55999999999982,-0x1.4eea2029c3933p-5,0x1.4b76773db0e65p+3,-0x1.5ded7e364c8cep+3,0x1.a2308589459c7p+1,0x1.e5ac0d7ca6672p-4,0x1.6dbaee3709bcdp-3,-0x1.d45db063037e5p-1,0x1.f41439e37afaep-4,0x1.3d1feda6d867bp-5,0x1.696620ef8f9ccp-4
10.589999999999819,-0x1.3b90ea7bb523dp-5,0x1.4c173e1e7f227p+3,-0x1.5f8a93e16bbd3p+3,0x1.aa464a4afa526p+1,0x1.f7013fcd65ddcp-4,0x1.6f1b2ed010bf5p-3,-0x1.d2ea5419c9d66p-1,0x1.02dfd63a34d0bp-3,0x1.ccf2cda5f0478p-6,0x1.7452bf3d6e9fcp-4
10.619999999999818,-0x1.28ae6c294eb25p-5,0x1.4cb738ea6ec6fp+3,-0x1.613135dcd0ae4p+3,0x1.b26398cc00842p+1,0x1.0424fceb76e21p-3,0x1.70732f2f4df1bp-3,-0x1.d1759861f7328p-1,0x1.efd4934e7f9a2p-4,0x1.3b6fb13eb98cbp-5,0x1.6b697dd8897f5p-4
10.649999999999817,-0x1.164bed70d29e0p-5,0x1.4d5688dca7babp+3,-0x1.62e163d423e0bp+3,0x1.ba87c25058d47p+1,0x1.0cc0cb45eae4bp-3,0x1.71c39b0e7e8abp-3,-0x1.cfff72763aeb6p-1,0x1.002055c2e4f38p-3,0x1.cb30ecc67b57fp-6,0x1.76855f58fd1dcp-4
10.679999999999817,-0x1.04727ae893b12p-5,0x1.4df4eba4867f7p+3,-0x1.649b379fdb7a3p+3,0x1.c2b23824dc00ap+1,0x1.1554c1b38e348p-3,0x1.730a1747095b1p-3,-0x1.ce87e371f4507p-1,0x1.eabf2e07d7f14p-4,0x1.38135644d0ce1p-5,0x1.6dab585f0bd50p-4
10.709999999999816,-0x1.e6554786341d0p-6,0x1.4e926ece19b42p+3,-0x1.665eacb7ebe57p+3,0x1.cae395d7430f3p+1,0x1.1ddf64b96a355p-3,0x1.7448133a33dcap-3,-0x1.cd0ed1fce9f33p-1,0x1.fa5705ded5601p-4,0x1.c7bb95ae17281p-6,0x1.790653ff66c1ep-4
10.739999999999815,-0x1.c4f8ca7a157e4p-6,0x1.4f2ec153b50c7p+3,-0x1.682bd45a18994p+3,0x1.d31c7369b5320p+1,0x1.2662402c68144p-3,0x1.757bfadd10409p-3,-0x1.cb94329df1302p-1,0x1.e5a985da6be17p-4,0x1.34b363bc60beep-5,0x1.704afa2313df7p-4
10.769999999999815,-0x1.a4dea3ca4c8c7p-6,0x1.4fca0d716a956p+3,-0x1.6a028ebbb6714p+3,0x1.db5d3b4fdff9dp+1,0x1.2edbb8491648bp-3,0x1.76a7544be9d5bp-3,-0x1.ca1817fb0350cp-1,0x1.f46d02aa1338ep-4,0x1.c43ccd9a88bc4p-6,0x1.7b8784c8c50dap-4
10.799999999999814,-0x1.86154b9986d06p-6,0x1.50640a6bd2fb1p+3,-0x1.6be2fb337527cp+3,0x1.e3a55727f70d5p+1,0x1.374c8a2e6921fp-3,0x1.77c7be22f5411p-3,-0x1.c89a78359a4b0p-1,0x1.e0288dc5ae5dfp-4,0x1.307b0a8057a1dp-5,0x1.72fa5b2a8b95bp-4
10.829999999999814,-0x1.68aa821bd2e01p-6,0x1.50fd7103d95c7p+3,-0x1.6dcdb0e4c1a95p+3,0x1.ebe618b872197p+1,0x1.3f9a623ce2310p-3,0x1.78e29105b0bbbp-3,-0x1.c71c5501baf9bp-1,0x1.e1930a074a698p-4,0x1.c5a796a3179d4p-6,0x1.7be5644fd3b12p-4
10.859999999999813,-0x1.4caaf13a1d286p-6,0x1.519713e0c067fp+3,-0x1.6fc1dc78adf5ap+3,0x1.f41d283b39672p+1,0x1.47ce12a65aad4p-3,0x1.79e9f95df4927p-3,-0x1.c59ea24c35e8cp-1,0x1.d24f1c5d096d6p-4,0x1.2236abde55156p-5,0x1.727c4af883c21p-4
10.889999999999812,-0x1.3209023f755fep-6,0x1.52d81593c32ddp+3,-0x1.711d3851b010bp+3,0x1.fcc521f1c4656p+1,0x1.4ecc9b66c1f92p-3,0x1.7c95380f4533bp-3,-0x1.c5159553db3a6p-1,0x1.9dea2b8af09c7p-4,0x1.f5a06c1280e66p-5,-0x1.2dc9c036c2d76p-5
10.919999999999812,-0x1.18c7ba49d62f2p-6,0x1.55494530f289dp+3,-0x1.716e1cf611bf9p+3,0x1.029c69e911836p+2,0x1.5474f55f4a31fp-3,0x1.80171f2c5ade1p-3,-0x1.c62cb3b5285dcp-1,0x1.c0827d8f3db71p-4,0x1.d1aec1ebd945cp-6,-0x1.e96c05d347189p-4
10.949999999999811,-0x1.010ab63cd6d76p-6,0x1.587aa2b889f90p+3,-0x1.711913a79d63ep+3,0x1.06b44a2f5087bp+2,0x1.596c6c593a196p-3,0x1.83bc04cabcf07p-3,-0x1.c84427a2446edp-1,0x1.a6b812fca585ap-4,0x1.67b70052dca0ap-5,-0x1.5006c39ddb9fcp-3
10.97999999999981,-0x1.d5cdce21d10d3p-7,0x1.5bf2e4d16fa18p+3,-0x1.70665e861c943p+3,0x1.0b7e5875f0194p+2,0x1.5e22f7929c251p-3,0x1.899849d74a03ap-3,-0x1.cacedd0a95d7bp-1,0x1.cebc7ecfeae8ep-4,0x1.6d420ea273336p-4,-0x1.81ffb39366b33p-3
11.00999999999981,-0x1.acde40c76fc12p-7,0x1.5f75d40a1c3a2p+3,-0x1.6f8c385c78c36p+3,0x1.1106509482009p+2,0x1.62db53bb8ebb9p-3,0x1.918344393cd39p-3,-0x1.cd77e24d63173p-1,0x1.b84b3ed0b45c1p-4,0x1.b469ff7209ecdp-4,-0x1.86386b2064164p-3
11.039999999999809,-0x1.8773f3040db35p-7,0x1.62fe432643939p+3,-0x1.6e9defe2989a2p+3,0x1.16fc2454bd7fdp+2,0x1.67781bb9fb23ap-3,0x1.9aa346459b64bp-3,-0x1.d02d94c422256p-1,0x1.cb66c6a6138e2p-4,0x1.01f4933661817p-3,-0x1.9d0c563910678p-3
11.069999999999808,-0x1.65c0a50442303p-7,0x1.668b016214e67p+3,-0x1.6da0959692711p+3,0x1.1d4bb3815a03dp+2,0x1.6c07499628a08p-3,0x1.a4a6573e7b8eap-3,-0x1.d2e9f69776e25p-1,0x1.ba95e5b73092dp-4,0x1.118f3aee3d868p-3,-0x1.97b98dc28b7adp-3
11.099999999999808,-0x1.47faee04baf30p-7,0x1.6a18c309dba42p+3,-0x1.6c9dd2558107cp+3,0x1.23d2827db4779p+2,0x1.7079c0bf73aa9p-3,0x1.af32bae522bc0p-3,-0x1.d5a412c341f8cp-1,0x1.c2ac8afcdd1edp-4,0x1.23df94be33bb2p-3,-0x1.a18e2c91f9d85p-3
11.129999999999807,-0x1.2e5b41da5a86dp-7,0x1.6da9ee8f28f36p+3,-0x1.6b951340594c4p+3,0x1.2a882c376e737p+2,0x1.74d4f468fab70p-3,0x1.ba25876dbf932p-3,-0x1.d85d465ab3dffp-1,0x1.b5802fbc07c84p-4,0x1.2a571a207e5f9p-3,-0x1.9c0b8633a8ec2p-3
11.159999999999807,-0x1.191a33e85fa25p-7,0x1.713d371eedcffp+3,-0x1.6a8ac2b0c3974p+3,0x1.315ce3e60128bp+2,0x1.7911a0d806437p-3,0x1.c555c7ea92423p-3,-0x1.db11b1b5d347cp-1,0x1.b84dee7c45d92p-4,0x1.32e6164be88bap-3,-0x1.a0179c9c9d689p-3
11.189999999999806,-0x1.086f4077de822p-7,0x1.74d46c161dfafp+3,-0x1.697da200c5e0fp+3,0x1.384e4b11d3197p+2,0x1.7d334834a0e1ep-3,0x1.d0b5f072d7268p-3,-0x1.ddc31191b6c05p-1,0x1.adc05a4799deap-4,0x1.35a54843e522ap-3,-0x1.9bae52a7d7e4bp-3
11.219999999999805,-0x1.f921ac13b9185p-8,0x1.786eff4fc6aeep+3,-0x1.686fde2c47e8bp+3,0x1.3f548eff03bfap+2,0x1.813517103ec80p-3,0x1.dc32c2cea7ed0p-3,-0x1.e06fa5154c848p-1,0x1.ad449151b683fp-4,0x1.39a7e8dca6feap-3,-0x1.9d0878495ca7bp-3
11.249999999999805,-0x1.eb682a437067cp-8,0x1.7c0dfdacb16a5p+3,-0x1.6760643904af4p+3,0x1.466fd2d32b1fbp+2,0x1.851a23ecb3bc1p-3,0x1.e7c748c19acc7p-3,-0x1.e318a32045de7p-1,0x1.a4d62b746a286p-4,0x1.3af9b1383646ep-3,-0x1.99919ac5c5ad7p-3
11.279999999999804,-0x1.e818cea16fefap-8,0x1.7fb15d08dda3ep+3,-0x1.664f95870dfccp+3,0x1.4d9e5d20300edp+2,0x1.88e568c4627e2p-3,0x1.f36a126f2372ep-3,-0x1.e5bd876a36cdep-1,0x1.a5a01f8171c65p-4,0x1.3cb90099b6a7dp-3,-0x1.99e8c378f8cbep-3
11.309999999999803,-0x1.ef975a8d7aa5bp-8,0x1.8359c3a832bb9p+3,-0x1.653c16f70946ep+3,0x1.54e3068d3d758p+2,0x1.8c9c7b18f8f3fp-3,0x1.ff1bc56ed1574p-3,-0x1.e85f5c3e252cep-1,0x1.a08c1e3381f30p-4,0x1.3e101e9844e52p-3,-0x1.977c4ac297103p-3
11.339999999999803,-0x1.01226194cfd46p-7,0x1.87071ddf195e1p+3,-0x1.6426367f54fb3p+3,0x1.5c3c9ef032d78p+2,0x1.903ee5778fe0fp-3,0x1.056c0003124c8p-2,-0x1.eafddbfe76d6ap-1,0x1.a0ebb9e87b2a1p-4,0x1.3ec9145f850b6p-3,-0x1.974dcc5c8d84ep-3
11.369999999999802,-0x1.103f33b856420p-7,0x1.8aba1853e8e98p+3,-0x1.630ce764bee0bp+3,0x1.63ac44e9e9785p+2,0x1.93ce1f066a89fp-3,0x1.0b4f50e0221cfp-2,-0x1.ed9a152bbd0f3p-1,0x1.9d18b08f0b8a0p-4,0x1.3feedfbdf23d6p-3,-0x1.95e4608897c6ep-3
11.399999999999801,-0x1.254e01ca4d43bp-7,0x1.8e6cd914718eap+3,-0x1.61fe45f03dfe4p+3,0x1.6b13e9a6f6f9ep+2,0x1.95824da4f74afp-3,0x1.11dc9c94aab61p-2,-0x1.f043855bf7e9fp-1,0x1.71da12fd53486p-5,0x1.921ae03e83805p-3,-0x1.b596fc131bfb5p-3
11.4299999999998,-0x1.4078064649658p-7,0x1.92401713eace4p+3,-0x1.61133f8549d9fp+3,0x1.718253c9d2a04p+2,0x1.9399baf483879p-3,0x1.189a3f7e6c60cp-2,-0x1.f315a8170a844p-1,-0x1.27be5f791d570p-7,0x1.50e70fb9cf68dp-3,-0x1.c19f0616c0339p-3
11.4599999999998,-0x1.6198ad70a606ap-7,0x1.959762144c209p+3,-0x1.61297142e54d4p+3,0x1.76599b8724157p+2,0x1.8febe1478e045p-3,0x1.1dfa6c04e09edp-2,-0x1.f4fb7449885bdp-1,-0x1.63b65f7bc1c06p-5,0x1.0f24cb26f21f5p-3,-0x1.4f37768e1dea4p-4
